Row_ID,Order_ID,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship_Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,Province,Region,Customer_Segment,Product_Category,Product_Sub_Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date,Status
675,4708,2009-09-30,Critical,29,180.3800000000,0.0800000000,Regular Air,-119.3200000000,6.4800000000,7.4900000000,Michelle Tran,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 220,Small Box,0.3700000000,2009-10-02,Not Returned
676,4737,2010-03-10,Not Specified,49,314.2100000000,0.0000000000,Regular Air,49.7700000000,5.8800000000,3.0400000000,Roy Collins,Saskachewan,Prarie,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.3600000000,2010-03-11,Not Returned
677,4738,2012-04-07,High,2,10.3900000000,0.0200000000,Regular Air,-7.9700000000,4.7100000000,0.7000000000,David Kendrick,Yukon,Yukon,Home Office,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8000000000,2012-04-08,Returned
678,4739,2010-02-20,Low,16,48.5700000000,0.0400000000,Regular Air,4.2100000000,2.9400000000,0.7000000000,Lynn Smith,New Brunswick,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 338,Wrap Bag,0.5800000000,2010-02-24,Not Returned
679,4741,2012-07-06,Not Specified,40,342.9700000000,0.0900000000,Regular Air,-131.6300000000,8.7500000000,8.5400000000,Anthony O'Donnell,British Columbia,West,Consumer,Furniture,Office Furnishings,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Small Pack,0.4300000000,2012-07-07,Not Returned
680,4743,2010-03-30,Low,29,352.5500000000,0.0900000000,Regular Air,128.9900000000,12.9700000000,1.4900000000,Gary Zandusky,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,0.3500000000,2010-04-03,Not Returned
681,4743,2010-03-30,Low,32,719.6400000000,0.0100000000,Regular Air,-245.6200000000,20.8900000000,11.5200000000,Gary Zandusky,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",Small Box,0.8300000000,2010-04-06,Not Returned
682,4769,2011-04-13,Not Specified,41,117.4000000000,0.0100000000,Regular Air,48.6300000000,2.8800000000,0.5000000000,Ben Wallace,Quebec,Quebec,Home Office,Office Supplies,Labels,Avery 49,Small Box,0.3600000000,2011-04-14,Not Returned
683,4771,2012-12-13,Critical,4,135.9280000000,0.0400000000,Delivery Truck,-126.4700000000,31.7600000000,45.5100000000,Christy Brittain,Yukon,Yukon,Consumer,Furniture,Tables,Hon iLevel™ Computer Training Table,Jumbo Box,0.6500000000,2012-12-15,Not Returned
684,4772,2009-09-13,Critical,28,1560.6170000000,0.0400000000,Regular Air,214.2900000000,65.9900000000,8.9900000000,Neil Knudson,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,i270,Small Box,0.5500000000,2009-09-14,Not Returned
685,4773,2011-12-22,Critical,48,6746.3120000000,0.0700000000,Delivery Truck,-433.2900000000,179.2900000000,29.2100000000,Liz Willingham,Ontario,Ontario,Home Office,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.7600000000,2011-12-24,Not Returned
686,4773,2011-12-22,Critical,26,311.3800000000,0.0600000000,Regular Air,34.1200000000,11.5800000000,5.7200000000,Liz Willingham,Nova Scotia,Atlantic,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.3500000000,2011-12-23,Not Returned
687,4774,2010-04-19,Medium,4,126.8700000000,0.0800000000,Regular Air,-125.9900000000,32.9800000000,5.5000000000,Lindsay Williams,Manitoba,Prarie,Corporate,Technology,Computer Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.7500000000,2010-04-20,Not Returned
688,4800,2012-01-05,Low,4,41.9400000000,0.0500000000,Regular Air,-26.1700000000,8.0400000000,8.9400000000,Max Engle,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4000000000,2012-01-12,Not Returned
689,4800,2012-01-05,Low,17,89.2500000000,0.0100000000,Regular Air,40.8800000000,4.9100000000,0.5000000000,Max Engle,Quebec,Quebec,Corporate,Office Supplies,Labels,Avery 493,Small Box,0.3600000000,2012-01-12,Not Returned
690,4800,2012-01-05,Low,7,79.8100000000,0.0700000000,Regular Air,-4.2800000000,11.5500000000,2.3600000000,Max Engle,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.5500000000,2012-01-10,Not Returned
691,4804,2012-01-27,High,13,463.8300000000,0.0000000000,Regular Air,103.2600000000,33.9800000000,1.9900000000,Kean Thornton,Yukon,Yukon,Corporate,Technology,Computer Peripherals,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.4500000000,2012-01-28,Not Returned
692,4805,2012-04-24,Not Specified,7,55.3800000000,0.0200000000,Regular Air,-25.9500000000,6.4800000000,7.3700000000,Tony Sayre,Alberta,West,Small Business,Office Supplies,Paper,Xerox 210,Small Box,0.3700000000,2012-04-27,Not Returned
693,4835,2009-10-24,Critical,3,9.4000000000,0.0400000000,Regular Air,-7.6000000000,2.5200000000,1.9200000000,Eugene Moren,British Columbia,West,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Letter Slitter,Wrap Bag,0.8200000000,2009-10-24,Not Returned
694,4839,2009-05-09,Critical,24,159.4300000000,0.0500000000,Regular Air,-120.5900000000,6.4800000000,8.7300000000,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 227,Small Box,0.3700000000,2009-05-09,Not Returned
695,4864,2012-11-10,Low,16,4901.9900000000,0.0400000000,Regular Air,1724.6800000000,315.9800000000,19.9900000000,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC ProClick™ 150 Presentation Binding System,Small Box,0.3800000000,2012-11-14,Returned
696,4870,2009-08-05,Medium,44,17248.0900000000,0.0800000000,Delivery Truck,2048.6300000000,400.9800000000,42.5200000000,Luke Foster,Yukon,Yukon,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.7100000000,2009-08-06,Not Returned
697,4871,2011-06-11,Critical,8,775.7400000000,0.0200000000,Delivery Truck,-215.3900000000,89.9900000000,42.0000000000,Neil French,Saskachewan,Prarie,Consumer,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.6600000000,2011-06-13,Not Returned
698,4871,2011-06-11,Critical,26,238.3400000000,0.0600000000,Regular Air,-19.3100000000,9.3100000000,3.9800000000,Neil French,Saskachewan,Prarie,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Forged Steel Scissors with Black Enamel Handles,Small Pack,0.5600000000,2011-06-14,Not Returned
699,4896,2012-08-21,Critical,25,831.5200000000,0.0700000000,Regular Air,259.4700000000,35.4100000000,1.9900000000,Michael Stewart,Nova Scotia,Atlantic,Small Business,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.4300000000,2012-08-21,Not Returned
700,4896,2012-08-21,Critical,10,1089.8700000000,0.0600000000,Express Air,-124.5100000000,125.9900000000,5.9900000000,Michael Stewart,Nova Scotia,Atlantic,Small Business,Technology,Telephones and Communication,i600,Small Box,0.5600000000,2012-08-23,Not Returned
701,4896,2012-08-21,Critical,21,121.3000000000,0.0500000000,Regular Air,-64.8700000000,5.8000000000,5.5900000000,Michael Stewart,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Small Box,0.4000000000,2012-08-23,Not Returned
702,4931,2009-11-16,Critical,22,168.3100000000,0.1000000000,Regular Air,46.4900000000,8.1700000000,1.6900000000,Giulietta Dortch,Yukon,Yukon,Corporate,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Wrap Bag,0.3800000000,2009-11-16,Not Returned
703,4931,2009-11-16,Critical,45,4282.7250000000,0.0300000000,Regular Air,1371.7400000000,110.9900000000,2.5000000000,Giulietta Dortch,Yukon,Yukon,Corporate,Technology,Telephones and Communication,T18,Small Box,0.5700000000,2009-11-18,Not Returned
704,4932,2010-08-09,Critical,11,109.3700000000,0.0700000000,Regular Air,25.9600000000,10.3100000000,1.7900000000,Bobby Odegard,Ontario,Ontario,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,0.3800000000,2010-08-11,Not Returned
705,4935,2010-05-24,Not Specified,30,106.6400000000,0.1000000000,Regular Air,-31.9500000000,3.6800000000,1.3200000000,Xylona Price,Ontario,Ontario,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",Wrap Bag,0.8300000000,2010-05-27,Not Returned
706,4960,2011-02-25,Low,4,40.8700000000,0.0400000000,Express Air,-16.3800000000,6.4800000000,8.7400000000,Corinna Mitchell,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1984,Small Box,0.3600000000,2011-02-27,Returned
707,4960,2011-02-25,Low,30,8363.6500000000,0.0900000000,Delivery Truck,763.3300000000,300.9800000000,64.7300000000,Corinna Mitchell,Newfoundland,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.5600000000,2011-03-01,Returned
708,4965,2010-10-20,Low,14,1068.7900000000,0.0700000000,Regular Air,56.0500000000,76.7200000000,19.9500000000,Paul Lucas,Nova Scotia,Atlantic,Corporate,Office Supplies,Appliances,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Large Box,0.5400000000,2010-10-20,Not Returned
709,4965,2010-10-20,Low,46,287.1300000000,0.0000000000,Regular Air,-186.3100000000,5.7800000000,7.9600000000,Paul Lucas,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 196,Small Box,0.3600000000,2010-10-25,Not Returned
710,4996,2012-09-13,Medium,30,4305.7900000000,0.0000000000,Regular Air,1020.3200000000,142.8600000000,19.9900000000,Rob Dowd,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Letter Size Cart,Small Box,0.5600000000,2012-09-14,Not Returned
711,5028,2012-04-16,High,10,79.6800000000,0.0600000000,Regular Air,18.2400000000,7.7000000000,3.6800000000,Art Miller,British Columbia,West,Corporate,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,Wrap Bag,0.5200000000,2012-04-18,Returned
712,5059,2010-11-09,High,5,41.1800000000,0.1000000000,Express Air,-19.3100000000,5.4400000000,7.4600000000,Randy Bradley,Saskachewan,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Custom Binder Spines & Labels,Small Box,0.3600000000,2010-11-11,Returned
713,5061,2010-08-13,Critical,4,12.8000000000,0.0000000000,Regular Air,-2.2100000000,2.8800000000,0.7000000000,Sean Wendt,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 346,Wrap Bag,0.5600000000,2010-08-15,Returned
714,5092,2011-10-29,Low,3,709.0400000000,0.1000000000,Delivery Truck,-337.9200000000,220.9800000000,64.6600000000,John Castell,Nova Scotia,Atlantic,Consumer,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",Jumbo Box,0.6200000000,2011-10-29,Not Returned
715,5092,2011-10-29,Low,25,978.7700000000,0.0600000000,Regular Air,220.9100000000,38.7600000000,13.2600000000,John Castell,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,Xerox 1892,Small Box,0.3600000000,2011-11-03,Not Returned
716,5094,2010-03-28,Not Specified,2,79.5800000000,0.0600000000,Regular Air,-38.2800000000,37.4400000000,4.2700000000,Mark Haberlin,Yukon,Yukon,Small Business,Office Supplies,Pens & Art Supplies,"Sanford Prismacolor® Professional Thick Lead Art Pencils, 36-Color Set",Wrap Bag,0.4600000000,2010-03-30,Not Returned
717,5095,2012-04-21,High,7,786.6750000000,0.0100000000,Regular Air,-315.0300000000,125.9900000000,8.8000000000,Lauren Leatherbury,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.5900000000,2012-04-22,Not Returned
718,5121,2012-05-10,Not Specified,45,1991.7030000000,0.0700000000,Regular Air,559.1100000000,55.9900000000,1.2500000000,Ralph Kennedy,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory2,Small Pack,0.5500000000,2012-05-11,Not Returned
719,5153,2011-08-25,Critical,37,4896.9300000000,0.0400000000,Express Air,1467.8200000000,128.2400000000,12.6500000000,Helen Abelman,Prince Edward Island,Atlantic,Home Office,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box,0.0000000000,2011-08-27,Not Returned
720,5155,2009-06-11,High,14,569.2100000000,0.0100000000,Regular Air,-38.5100000000,39.9800000000,4.0000000000,Pete Takahito,Quebec,Quebec,Corporate,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7000000000,2009-06-12,Not Returned
721,5188,2011-03-01,Not Specified,24,192.8000000000,0.0500000000,Regular Air,31.0000000000,8.0100000000,2.8700000000,Bradley Drucker,Yukon,Yukon,Small Business,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4000000000,2011-03-04,Not Returned
722,5189,2010-11-25,Low,12,900.0600000000,0.0500000000,Regular Air,-221.1200000000,73.9800000000,14.5200000000,Evan Henry,Yukon,Yukon,Corporate,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.6500000000,2010-12-02,Returned
723,5189,2010-11-25,Low,14,2066.6300000000,0.0300000000,Regular Air,65.5800000000,140.8500000000,19.9900000000,Evan Henry,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.7300000000,2010-11-27,Returned
724,5189,2010-11-25,Low,8,24.7200000000,0.0600000000,Regular Air,-21.4700000000,2.7400000000,3.5000000000,Evan Henry,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,Small Pack,0.5800000000,2010-11-27,Returned
725,5217,2011-10-12,High,8,339.3500000000,0.0300000000,Express Air,27.8800000000,40.9800000000,5.3300000000,Lycoris Saunders,Saskachewan,Prarie,Home Office,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box,0.5700000000,2011-10-12,Not Returned
726,5217,2011-10-12,High,11,33.6700000000,0.0900000000,Regular Air,4.0800000000,3.0800000000,0.9900000000,Lycoris Saunders,Saskachewan,Prarie,Home Office,Office Supplies,Labels,Avery 481,Small Box,0.3700000000,2011-10-14,Not Returned
727,5221,2011-06-08,Not Specified,48,1347.6300000000,0.0700000000,Regular Air,562.8900000000,28.4800000000,1.9900000000,Robert Dilbeck,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4000000000,2011-06-10,Not Returned
728,5222,2009-05-26,Not Specified,40,14451.7500000000,0.0100000000,Delivery Truck,4503.6300000000,349.4500000000,60.0000000000,Tonja Turnell,Alberta,West,Consumer,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,0.0000000000,2009-05-27,Not Returned
729,5251,2011-04-11,Medium,38,3821.0390000000,0.0500000000,Express Air,1057.8900000000,115.9900000000,5.9900000000,Tamara Dahlen,Ontario,Ontario,Corporate,Technology,Telephones and Communication,2160,Small Box,0.5700000000,2011-04-13,Not Returned
730,5254,2012-07-25,Not Specified,31,1735.3515000000,0.0800000000,Regular Air,258.6200000000,65.9900000000,8.9900000000,William Brown,Saskachewan,Prarie,Corporate,Technology,Telephones and Communication,5180,Small Box,0.5600000000,2012-07-27,Not Returned
731,5281,2011-11-01,High,36,4733.7000000000,0.0000000000,Delivery Truck,624.3600000000,120.9800000000,30.0000000000,Irene Maddox,Manitoba,Prarie,Consumer,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,0.6400000000,2011-11-02,Not Returned
732,5281,2011-11-01,High,14,2718.0700000000,0.1000000000,Regular Air,1107.5300000000,209.8400000000,21.2100000000,Irene Maddox,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,0.5900000000,2011-11-02,Not Returned
733,5283,2009-06-03,Medium,23,2508.6730000000,0.0300000000,Regular Air,417.4700000000,125.9900000000,7.6900000000,Gary Zandusky,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,0.5800000000,2009-06-05,Not Returned
734,5284,2011-07-08,Not Specified,7,59.3800000000,0.1000000000,Regular Air,-3.0500000000,8.6900000000,2.9900000000,Annie Cyprus,Nunavut,Nunavut,Home Office,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,0.3900000000,2011-07-10,Not Returned
735,5316,2009-01-30,Critical,42,1285.3700000000,0.1000000000,Regular Air,514.0700000000,31.7800000000,1.9900000000,Clay Rozendal,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.4200000000,2009-02-01,Not Returned
736,5317,2009-09-08,Low,38,212.5700000000,0.0900000000,Express Air,9.4900000000,5.3400000000,2.9900000000,Christopher Martinez,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.3800000000,2009-09-15,Not Returned
737,5317,2009-09-08,Low,10,1469.4800000000,0.0700000000,Delivery Truck,-263.6500000000,140.9800000000,53.4800000000,Christopher Martinez,British Columbia,West,Small Business,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.6500000000,2009-09-15,Not Returned
738,5317,2009-09-08,Low,25,4279.2400000000,0.0600000000,Regular Air,890.1800000000,205.9900000000,5.2600000000,Christopher Martinez,British Columbia,West,Small Business,Technology,Telephones and Communication,i470,Small Box,0.5600000000,2009-09-15,Not Returned
739,5318,2010-04-03,High,8,1042.2500000000,0.0800000000,Regular Air,195.1600000000,131.1200000000,0.9900000000,Matt Collins,British Columbia,West,Consumer,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,Small Box,0.5500000000,2010-04-05,Not Returned
740,5318,2010-04-03,High,29,5010.7415000000,0.0300000000,Express Air,1196.3700000000,200.9900000000,4.2000000000,Matt Collins,British Columbia,West,Consumer,Technology,Telephones and Communication,2160i,Small Box,0.5900000000,2010-04-04,Not Returned
741,5346,2010-12-25,Critical,34,2932.9900000000,0.0700000000,Regular Air,-1448.8300000000,90.9800000000,56.2000000000,Khloe Miller,British Columbia,West,Home Office,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.7400000000,2010-12-26,Not Returned
742,5346,2010-12-25,Critical,45,9194.8000000000,0.1000000000,Delivery Truck,-1760.5700000000,218.7500000000,69.6400000000,Khloe Miller,British Columbia,West,Home Office,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.7700000000,2010-12-27,Not Returned
743,5346,2010-12-25,Critical,17,2285.1200000000,0.0800000000,Delivery Truck,-455.8000000000,140.9800000000,36.0900000000,Khloe Miller,British Columbia,West,Home Office,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.7700000000,2010-12-27,Not Returned
744,5347,2011-02-21,Medium,7,525.5550000000,0.0400000000,Regular Air,-60.6700000000,85.9900000000,1.2500000000,Kelly Williams,Alberta,West,Corporate,Technology,Telephones and Communication,Accessory8,Small Pack,0.3900000000,2011-02-23,Not Returned
745,5347,2011-02-21,Medium,39,276.0290000000,0.0500000000,Regular Air,-108.1900000000,7.9900000000,5.0300000000,Kelly Williams,Alberta,West,Corporate,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6000000000,2011-02-24,Not Returned
746,5347,2011-02-21,Medium,1,187.2040000000,0.0100000000,Regular Air,-796.7600000000,205.9900000000,5.2600000000,Kelly Williams,Alberta,West,Corporate,Technology,Telephones and Communication,i470,Small Box,0.5600000000,2011-02-22,Not Returned
747,5350,2010-10-09,Low,39,434.7300000000,0.0300000000,Regular Air,-12.2000000000,11.3300000000,6.1200000000,Carl Weiss,Alberta,West,Consumer,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Medium Box,0.4200000000,2010-10-11,Not Returned
748,5350,2010-10-09,Low,50,7017.4200000000,0.0800000000,Regular Air,595.2000000000,140.8500000000,19.9900000000,Carl Weiss,Saskachewan,Prarie,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Small Box,0.7300000000,2010-10-16,Not Returned
749,5378,2012-10-24,Critical,6,54.2800000000,0.0100000000,Express Air,-11.9800000000,6.2400000000,5.2200000000,Christine Abelman,New Brunswick,Atlantic,Corporate,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6000000000,2012-10-26,Not Returned
750,5381,2010-01-28,Low,47,4888.1400000000,0.0700000000,Regular Air,1545.0900000000,107.5300000000,5.8100000000,Edward Nazzal,Ontario,Ontario,Home Office,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.6500000000,2010-02-04,Returned
751,5381,2010-01-28,Low,27,63.8700000000,0.0900000000,Regular Air,-149.9300000000,2.1800000000,7.0900000000,Edward Nazzal,Ontario,Ontario,Home Office,Office Supplies,Paper,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Wrap Bag,0.3800000000,2010-02-04,Returned
752,5382,2012-01-12,Low,30,260.1200000000,0.0500000000,Regular Air,36.5400000000,8.9800000000,4.1900000000,Michelle Tran,Quebec,Quebec,Consumer,Furniture,Office Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Small Pack,0.4300000000,2012-01-19,Not Returned
753,5408,2012-07-20,Low,20,88.8200000000,0.0100000000,Regular Air,38.3500000000,4.1300000000,0.5000000000,Bobby Elias,Yukon,Yukon,Small Business,Office Supplies,Labels,Avery 506,Small Box,0.3900000000,2012-07-27,Not Returned
754,5408,2012-07-20,Low,11,2392.2300000000,0.0400000000,Regular Air,1216.7400000000,209.8400000000,21.2100000000,Bobby Elias,Yukon,Yukon,Small Business,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,0.5900000000,2012-07-29,Not Returned
755,5409,2012-01-08,Low,11,48.9100000000,0.0100000000,Regular Air,-7.0400000000,3.9800000000,2.9700000000,Don Jones,Nunavut,Nunavut,Corporate,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag,0.3500000000,2012-01-13,Not Returned
756,5414,2010-03-24,Not Specified,14,284.6200000000,0.1000000000,Express Air,-27.0800000000,20.9800000000,5.4200000000,Michelle Tran,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,Acco Perma® 3000 Stacking Storage Drawers,Small Box,0.6600000000,2010-03-25,Returned
757,5441,2009-07-20,Not Specified,34,226.8300000000,0.0200000000,Regular Air,-92.0500000000,6.4800000000,6.6000000000,Brendan Sweed,Alberta,West,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.3700000000,2009-07-22,Not Returned
758,5441,2009-07-20,Not Specified,16,278.9200000000,0.0400000000,Regular Air,6.1100000000,17.1500000000,4.9600000000,Brendan Sweed,Alberta,West,Consumer,Office Supplies,Storage & Organization,Advantus Rolling Storage Box,Small Box,0.5800000000,2009-07-21,Not Returned
759,5444,2011-03-17,Critical,2,885.9400000000,0.0800000000,Regular Air,-2024.0800000000,449.9900000000,24.4900000000,Frank Carlisle,Ontario,Ontario,Small Business,Technology,Copiers and Fax,Canon PC940 Copier,Large Box,0.5200000000,2011-03-19,Not Returned
760,5445,2010-07-25,Low,4,29.4200000000,0.0600000000,Express Air,14.4300000000,3.6900000000,0.5000000000,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Labels,Avery 52,Small Box,0.3800000000,2010-07-30,Not Returned
761,5445,2010-07-25,Low,9,46.4800000000,0.0100000000,Regular Air,-1.8200000000,4.6300000000,1.9300000000,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Wrap Bag,0.5200000000,2010-08-01,Not Returned
762,5446,2009-06-20,Low,42,433.6800000000,0.0700000000,Regular Air,44.1000000000,10.9800000000,4.8000000000,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Small Box,0.3600000000,2009-06-27,Not Returned
763,5472,2010-04-10,Low,32,216.0800000000,0.0000000000,Regular Air,-84.3300000000,6.4800000000,6.6500000000,Karl Brown,Yukon,Yukon,Corporate,Office Supplies,Paper,Xerox 1966,Small Box,0.3600000000,2010-04-12,Not Returned
764,5472,2010-04-10,Low,27,339.0300000000,0.0900000000,Regular Air,-24.4400000000,13.4800000000,4.5100000000,Karl Brown,Yukon,Yukon,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.5900000000,2010-04-14,Not Returned
765,5472,2010-04-10,Low,12,1098.1490000000,0.0900000000,Regular Air,-182.9700000000,115.9900000000,5.9200000000,Karl Brown,Yukon,Yukon,Corporate,Technology,Telephones and Communication,8890,Small Box,0.5800000000,2010-04-12,Not Returned
766,5473,2012-03-24,Not Specified,42,355.6900000000,0.0900000000,Regular Air,-149.4600000000,8.7400000000,8.2900000000,Shahid Hopkins,British Columbia,West,Small Business,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.3800000000,2012-03-26,Not Returned
767,5504,2010-01-05,High,6,49.5500000000,0.0600000000,Express Air,-20.3300000000,5.7800000000,7.6400000000,Anna Andreadi,British Columbia,West,Small Business,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Small Box,0.3600000000,2010-01-07,Not Returned
768,5504,2010-01-05,High,15,606.5600000000,0.0400000000,Regular Air,20.2300000000,45.9900000000,4.9900000000,Anna Andreadi,British Columbia,West,Small Business,Technology,Telephones and Communication,KF 788,Small Box,0.5600000000,2010-01-07,Not Returned
769,5506,2010-11-07,Critical,22,129.6200000000,0.0500000000,Regular Air,4.4100000000,5.8800000000,3.0400000000,Beth Thompson,Nunavut,Nunavut,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.3600000000,2010-11-08,Not Returned
770,5509,2009-04-07,Low,11,68.4600000000,0.0200000000,Regular Air,-22.4800000000,5.5800000000,5.3000000000,Ashley Jarboe,Yukon,Yukon,Home Office,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box,0.3500000000,2009-04-12,Not Returned
771,5509,2009-04-07,Low,21,885.2300000000,0.0300000000,Regular Air,78.9800000000,40.8900000000,18.9800000000,Ashley Jarboe,Yukon,Yukon,Home Office,Furniture,Office Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,Small Box,0.5700000000,2009-04-14,Not Returned
